uid,ward_id,ward_name,ward_name_kn,corporation,zone,zone_name,ac,ac_no,assembly,ro_division,aro,area_sqkm,pop,male,female,bus,bus_cov,metro,metro_cov,road_km,road_density,polling,parks,parks_cov,playgrounds,playground_area_sqkm,open_space_pc,lakes,lake_cov,lake_area_sqkm,ponds,pond_area_sqkm,water_cov_pct,flood_vuln,flood_prone,low_lying,drain_primary,drain_secondary,drain_tertiary,drain_total,drain_density,schools,anganwadi,anganwadi_per_1000,toilet_cov,toilets,police,police_outpost,railway_police,fire,neighbourhoods,contact_corporator,contact_party,contact_aee,contact_aee_phone,contact_aro_name,contact_aro_phone,old_wards,reservation
East-12,12,Devasandra,ದೇವಸಂದ್ರ,East,Zone2,K.R. Pura,K.R. Pura,151,151 - K.R. Pura,RO- KR Pura,ARO- Basavanapura,1.287,14990,7854,7136,5,100.1,0,47.0,27.46,21.34,24,0,33.2,2,0.0044,0.29,0,55.0,0.0524,1,0.003,4.31,0,0,0,0.0,2.6,1.62,4.23,3.28,16,3,0.2,91.1,1,0,0,0,1,Devasandra; Devasandra Industrial Estate; ITI Industrial Estate,B N Jayaprakash,INC,Lingappa,9844609594,Muni,9480684143,Basavanapura (56.8%); Devasandra (43.1%),General
East-13,13,Rajarajeshwari Temple ward,ರಾಜರಾಜೇಶ್ವರಿ ದೇವಸ್ಥಾನ ವಾರ್ಡ್,East,Zone2,K.R. Pura,K.R. Pura,151,151 - K.R. Pura,RO- KR Pura,ARO- KR Pura,1.356,17539,9390,8149,8,85.3,1,26.4,20.89,15.41,25,1,54.9,2,0.0163,0.93,0,41.5,0.0,0,0.0,0.0,0,0,0,0.0,0.42,2.88,3.3,2.43,9,3,0.17,82.1,4,1,0,0,0,,M N Srikanth,INC,Lingappa,9844609594,Muni,9480684143,Devasandra (99.8%),"Backward Class ""A"""
East-14,14,K.R Pura,ಕೆ ಆರ್ ಪುರ,East,Zone2,K.R. Pura,K.R. Pura,151,151 - K.R. Pura,RO- KR Pura,ARO- KR Pura,0.886,14930,7717,7213,6,96.6,0,,18.7,21.11,19,1,79.2,0,0.0,0.0,3,89.6,0.2334,0,0.0,26.35,1,0,0,0.95,1.55,2.36,4.86,5.49,6,1,0.07,61.4,3,1,0,0,0,Justice Bheemiah Layout; KR Puram; Shree Vinayaka Layout,K Poornima,BJP,ligappa,9844609594,Basavaraj,9480684001,K R Puram (65.4%); Devasandra (28.9%); Basavanapura (5.7%),"Backward Class ""A"""
East-15,15,Ramamurthy Nagara,ರಾಮಮೂರ್ತಿ ನಗರ,East,Zone2,K.R. Pura,K.R. Pura,151,151 - K.R. Pura,RO- Ramamurthy Nagara,ARO- Ramamurthy Nagara,0.801,17257,8738,8519,8,100.1,0,,25.55,31.88,14,0,54.8,1,0.0025,0.15,1,96.4,0.062,0,0.0,7.74,2,1,1,0.0,1.8,0.33,2.13,2.66,8,3,0.17,97.7,1,0,0,0,0,Ramamurthy Nagar,Padmavathi Srinivas,BJP,Lingappa,9844609594,Muni,9480684143,Ramamurthy Nagar (54.4%); Horamavu (29.2%); K R Puram (16.4%),Scheduled Caste (Women)
East-16,16,Kotthur,ಕೊತ್ತೂರು,East,Zone2,K.R. Pura,K.R. Pura,151,151 - K.R. Pura,RO- Ramamurthy Nagara,ARO- Ramamurthy Nagara,1.234,14653,7508,7145,11,100.1,0,9.3,28.66,23.23,26,1,71.1,1,0.0,0.0,1,55.0,0.0198,0,0.0,1.61,2,0,0,0.0,1.77,0.43,2.2,1.78,12,5,0.34,100.1,1,0,0,0,0,,M N Srikanth,INC,Lingappa,9844609594,Muni,9480684143,Devasandra (65.3%); Vijnanapura (33.9%),"Backward Class ""A"" (Women)"
East-17,17,Vijinapura,ವಿಜಿನಾಪುರ,East,Zone2,K.R. Pura,K.R. Pura,151,151 - K.R. Pura,RO- Ramamurthy Nagara,ARO- Vijinapura,0.327,15133,7757,7376,1,100.1,0,11.4,11.8,36.1,16,0,22.6,1,0.0019,0.13,0,71.8,0.0,0,0.0,0.0,1,0,0,0.0,0.06,0.17,0.24,0.73,8,6,0.4,100.1,0,0,0,0,0,,S Raju (Bande Raja),BJP,Srimath Swayamprabh,9480685321,nandana,9480683155,Vijnanapura (97.2%); Devasandra (2.8%),Scheduled Caste (Women)
East-18,18,Dooravaninagar,ದೂರವಾಣಿನಗರ,East,Zone2,K.R. Pura,K.R. Pura,151,151 - K.R. Pura,RO- Ramamurthy Nagara,ARO- Ramamurthy Nagara,1.244,14677,7550,7128,7,94.3,0,,29.2,23.46,8,0,46.1,0,0.0,0.0,0,35.0,0.039,0,0.0,3.14,0,0,0,0.0,1.89,1.6,3.49,2.81,7,3,0.2,93.1,1,1,0,0,0,Dooravaninagar,S Raju (Bande Raja),BJP,Srimath Swayamprabh,9480685321,nandana,9480683155,Vijnanapura (84.1%); Horamavu (15.9%),General
East-19,19,K.S. Nissar Ahmed Ward,ಕೆ. ಎಸ್. ನಿಸಾರ್ ಅಹಮದ್ ವಾರ್ಡ್,East,Zone2,K.R. Pura,K.R. Pura,151,151 - K.R. Pura,RO- Ramamurthy Nagara,ARO- Vijinapura,0.836,15446,8081,7365,4,100.0,0,18.3,19.4,23.19,11,1,61.9,0,0.0,0.0,0,0.8,0.0691,0,0.0,8.26,1,0,1,0.0,1.75,1.97,3.72,4.45,5,3,0.19,100.0,2,0,0,0,0,Darga Mohalla; Pai Layout,V Suresh,INC,Lingappa,9844609594,Muni,9480684143,A Narayanapura (69.1%); Vijnanapura (30.9%),"Backward Class ""A"""
East-20,20,A Narayanapura,ಎ ನಾರಾಯಣಪುರ,East,Zone2,K.R. Pura,K.R. Pura,151,151 - K.R. Pura,RO- Ramamurthy Nagara,ARO- A Narayanapura,1.3,21640,11539,10100,10,100.1,1,82.7,32.11,24.69,16,0,49.6,1,0.0036,0.16,1,35.4,0.021,0,0.0,1.62,0,0,0,0.0,2.64,1.27,3.91,3.01,10,3,0.14,96.0,3,0,0,0,0,B. Narayanapura; Kamdhenu Nagar; Udaya Nagar,V Suresh,INC,Lingappa,9844609594,Muni,9480684143,A Narayanapura (57.3%); Devasandra (42.5%),Scheduled Caste (Women)
East-21,21,Uday Nagar,ಉದಯ್ ನಗರ,East,Zone2,K.R. Pura,K.R. Pura,151,151 - K.R. Pura,RO- Ramamurthy Nagara,ARO- A Narayanapura,0.775,20262,10540,9722,3,100.1,0,33.4,23.22,29.95,19,0,85.3,0,0.0,0.0,0,3.3,0.0,1,0.0015,0.2,0,0,0,0.0,0.45,1.8,2.25,2.9,8,0,0.0,76.7,0,0,0,0,0,A Narayanapura; Gangappa Layout,V Suresh,INC,Lingappa,9844609594,Muni,9480684143,A Narayanapura (99.5%),General (Women)
East-22,22,Mahadevapura,ಮಹದೇವಪುರ,East,Zone2,K.R. Pura,K.R. Pura,151,151 - K.R. Pura,RO- Vignananagara,ARO- Mahadevapura,2.705,17381,9192,8189,13,89.6,0,10.9,52.59,19.44,19,2,33.8,4,0.0034,0.2,2,44.2,0.0918,1,0.02,4.13,1,0,2,1.44,3.2,2.91,7.54,2.79,11,2,0.12,59.3,1,0,0,0,0,MEG Layout; Mahadevapura; Saraswathi Nagar; Shivaganga Layout,S G Nagaraj,INC,Lingappa,9844609594,Muni,9480684143,Vijnana Nagar (98.1%); A Narayanapura (1.9%),"Backward Class ""A"" (Women)"
East-23,23,Sangama Ward,ಸಂಗಮ ವಾರ್ಡ್,East,Zone2,K.R. Pura,K.R. Pura,151,151 - K.R. Pura,RO- Vignananagara,ARO- Mahadevapura,1.988,15835,8226,7610,6,100.1,0,,46.91,23.59,12,1,38.3,1,0.0006,0.04,0,34.0,0.0008,0,0.0,0.04,0,0,3,1.97,0.0,3.61,5.58,2.81,9,1,0.06,62.3,0,1,0,0,0,Abbaiah Reddy Layout; Vignananagar,S G Nagaraj,INC,Lingappa,9844609594,Muni,9480684143,Vijnana Nagar (61.8%); HAL Airport (38.2%),General (Women)
East-24,24,Vignananagara,ವಿಜ್ಞಾನನಗರ,East,Zone2,K.R. Pura,K.R. Pura,151,151 - K.R. Pura,RO- Vignananagara,ARO- Vignananagara,1.326,14649,7682,6967,12,92.9,0,,29.37,22.15,16,1,79.0,1,0.0026,0.18,1,50.2,0.1279,1,0.0004,9.68,1,0,0,1.03,0.0,1.73,2.75,2.08,7,0,0.0,60.3,2,0,0,0,0,BEML Township; Syed Block; Talacauvery Layout,S G Nagaraj,INC,Lingappa,9844609594,Muni,9480684143,Vijnana Nagar (98.3%); HAL Airport (1.7%),General
East-25,25,L.B Shastri Nagar,ಎಲ್.ಬಿ.ಶಾಸ್ತ್ರಿ ನಗರ,East,Zone2,K.R. Pura,K.R. Pura,151,151 - K.R. Pura,RO- Vignananagara,ARO- Vignananagara,0.42,14946,7837,7109,2,100.1,0,,13.05,31.07,6,0,100.0,0,0.0,0.0,0,94.2,0.0002,0,0.0,0.05,0,0,0,0.6,0.0,1.27,1.88,4.47,6,6,0.4,10.4,0,0,0,0,0,Annasandra Palya; Islampur; Kareem Nagar; Lal Bahadur Shastri Nagar,N Manjunath,INC,Lingappa,9844609594,Muni,9480684143,HAL Airport (59.7%); Vijnana Nagar (40.3%),"Backward Class ""A"" (Women)"
East-26,26,Jagadish Nagar,ಜಗದೀಶ್ ನಗರ,East,Zone2,K.R. Pura,K.R. Pura,151,151 - K.R. Pura,RO- Vignananagara,ARO- Vibhoothipura,1.414,18479,9470,9009,13,100.1,0,,31.04,21.96,24,1,89.3,0,0.0,0.0,0,8.8,0.0,0,0.0,0.0,0,0,0,0.1,0.15,2.99,3.23,2.29,17,5,0.27,5.6,0,0,0,0,0,HAL Township; Jagadish Nagar; Jothinagar; Nellurupuram; Vimanapura,N Manjunath,INC,Lingappa,9844609594,Muni,9480684143,HAL Airport (80.3%); Vijnana Nagar (19.7%),Scheduled Caste
East-27,27,Vibhootipura,ವಿಭೂತಿಪುರ,East,Zone2,K.R. Pura,K.R. Pura,151,151 - K.R. Pura,RO- Vignananagara,ARO- Vibhoothipura,4.71,16475,8709,7767,13,28.0,0,,30.85,6.55,17,0,10.7,0,0.0,0.0,0,15.2,0.0009,1,0.0005,0.03,0,1,0,0.38,2.28,10.26,12.92,2.74,12,3,0.18,10.4,0,0,0,0,0,Ramesh Nagar,N Manjunath,INC,Lingappa,9844609594,Muni,9480684143,HAL Airport (98.3%); Vijnana Nagar (1.7%),General (Women)
East-28,28,Byrathi,ಬೈರತಿ,East,Zone1,Mahadevapura,Mahadevapura,174,174 - Mahadevapura,RO- Hoodi,ARO- Hoodi,5.736,13969,7227,6742,25,94.2,0,,107.04,18.66,13,0,5.7,2,0.0191,1.37,1,39.9,0.0373,10,0.0049,0.74,0,0,0,0.64,7.84,1.09,9.57,1.67,22,5,0.36,16.7,0,0,0,0,0,Byrathi; Byrathi Bande; Chikkabyrathi; Evergreen Layout; Hanumanthanagar; Kanakashree Layout; Sri Krishna Nagar; Varanasi,Hariprasad A C,INC,muni raddyh,9480684748,Ram Chadra,9480685984,Hudi (99.6%),"Backward Class ""A"" (Women)"
East-29,29,Hoodi,ಹೂಡಿ,East,Zone1,Mahadevapura,Mahadevapura,174,174 - Mahadevapura,RO- Hoodi,ARO- Hoodi,4.185,20699,12317,8382,12,89.5,0,25.2,68.15,16.29,23,0,,6,0.0148,0.72,1,54.7,0.0387,2,0.0063,1.08,0,0,0,2.25,3.08,7.12,12.45,2.98,7,2,0.1,56.3,2,0,0,0,0,Alfa Gardens; Ayyappanagara; Hoody Garden; Ramiah Reddy Layout; Tigalarapalya,Hariprasad A C,INC,muni raddyh,9480684748,Ram Chadra,9480685984,Hudi (98.7%); Kadugodi (1.2%),"Backward Class ""A"" (Women)"
East-30,30,Belathur,ಬೆಳತ್ತೂರ್,East,Zone1,Mahadevapura,Mahadevapura,174,174 - Mahadevapura,RO- Hoodi,ARO- Hoodi,7.642,20869,11556,9313,25,81.4,3,35.4,94.05,12.31,20,0,12.9,2,0.0222,1.06,1,7.8,0.1944,4,0.0025,2.58,0,0,2,4.19,7.25,13.65,25.09,3.28,18,5,0.24,1.9,0,1,0,0,0,Kadugodi Colony,Hariprasad A C,INC,muni raddyh,9480684748,Ram Chadra,9480685984,Hudi (59.1%); Kadugodi (40.7%),Scheduled Caste
East-31,31,Kadugodi,ಕಾಡುಗೋಡಿ,East,Zone1,Mahadevapura,Mahadevapura,174,174 - Mahadevapura,RO- Hoodi,ARO- Kadugodi,4.504,18927,10118,8809,14,73.3,1,18.6,59.45,13.2,15,1,23.8,5,0.0736,3.89,0,0.4,0.0,15,0.004,0.09,0,0,1,1.69,7.8,6.77,16.26,3.61,15,5,0.26,,0,0,0,0,0,Kadugodi; Maithri Layout; VS Reddy Colony,S Muniswamy,BJP,madhu sudhan,9480683523,Ram Chadra,9480685984,Kadugodi (99.6%),General
East-32,32,Channasandra,ಚನ್ನಸಂದ್ರ,East,Zone1,Mahadevapura,Mahadevapura,174,174 - Mahadevapura,RO- Hoodi,ARO- Kadugodi,2.271,14621,7878,6743,3,82.7,0,,31.94,14.07,10,0,,3,0.0033,0.23,0,,0.0,14,0.0048,0.21,0,0,0,1.81,4.02,7.05,12.88,5.67,7,4,0.27,,0,0,0,0,0,AKG Colony,S Muniswamy,BJP,madhu sudhan,9480683523,Ram Chadra,9480685984,Kadugodi (74%); Hagadur (25.9%),General
East-33,33,S.M Krishna Ward,ಎಸ್.ಎಂ ಕೃಷ್ಣ ವಾರ್ಡ್,East,Zone1,Mahadevapura,Mahadevapura,174,174 - Mahadevapura,RO- Hoodi,ARO- Kadugodi,4.908,16262,8867,7395,17,98.9,0,32.3,77.54,15.8,17,0,11.4,3,0.0241,1.48,3,48.7,0.1543,6,0.0115,3.38,2,0,1,0.89,1.46,7.47,9.81,2.0,14,4,0.25,0.1,0,2,0,0,1,Ambedkar Nagar; Nallurahalli; Pattanduru Agrahara; Prashanth Extension; Prithvi Layout,B N Nithish Purushotham,INC,muni raddyh,9480684748,Ram Chadra,9480685984,Garudachar Playa (34.9%); Kadugodi (33%); Hagadur (27.3%); Hudi (4.8%),"Backward Class ""A"""
East-34,34,Kaveri Nagara,ಕಾವೇರಿ ನಗರ,East,Zone1,Mahadevapura,Mahadevapura,174,174 - Mahadevapura,RO- Marathahalli,ARO- Garudacharpalya,2.879,20959,11560,9399,13,92.2,2,63.8,44.17,15.34,17,0,,3,0.0089,0.42,1,28.0,0.1368,0,0.0,4.75,1,0,1,1.43,0.0,5.84,7.27,2.52,13,3,0.14,30.0,1,0,0,0,0,Hoodi; Kaveri Nagara; Sitaramapalya,B N Nithish Purushotham,INC,muni raddyh,9480684748,Ram Chadra,9480685984,Garudachar Playa (90.8%); Hudi (9%),Scheduled Caste
East-35,35,Garudachar Palya,ಗರುಡಾಚಾರ್ ಪಾಳ್ಯ,East,Zone1,Mahadevapura,Mahadevapura,174,174 - Mahadevapura,RO- Marathahalli,ARO- Garudacharpalya,1.309,20983,11770,9213,6,100.0,1,23.5,25.33,19.35,17,0,,1,0.0028,0.13,1,68.9,0.0356,0,0.0,2.72,1,0,0,0.58,0.66,1.97,3.21,2.45,10,2,0.1,77.0,1,0,0,0,0,B Chikkanna Layout; Garudacharpalya; Maheshwari Nagar; RHB Colony,B N Nithish Purushotham,INC,muni raddyh,9480684748,Ram Chadra,9480685984,Garudachar Playa (99.9%),"Backward Class ""B"""
East-36,36,Bharath Aikya Ward,ಭಾರತ್ ಐಕ್ಯ ವಾರ್ಡ್,East,Zone1,Mahadevapura,Mahadevapura,174,174 - Mahadevapura,RO- Marathahalli,ARO- Doddane Kundi,3.931,19498,10573,8926,15,93.8,3,51.7,64.34,16.37,6,0,29.1,3,0.0053,0.27,2,65.5,0.0473,0,0.0,1.2,0,0,0,0.0,0.94,5.73,6.67,1.7,7,1,0.05,3.2,0,0,0,0,0,AECS Layout A Block; Ashraya Layout; Channama Layout; EPIP Zone; Green Domain Layout,Shwetha Vijayakumar,BJP,Srimath Swayamprabh,9480685321,basava achary,9845768187,Dodda Nekkundi (73.7%); Garudachar Playa (26.3%),General (Women)
East-37,37,Kundalahalli,ಕುಂದಲಹಳ್ಳಿ,East,Zone1,Mahadevapura,Mahadevapura,174,174 - Mahadevapura,RO- Bellanduru,ARO- Varthur,5.644,18217,9641,8576,14,87.2,0,17.9,82.46,14.61,16,1,19.1,7,0.0284,1.56,2,41.6,0.2263,15,0.0051,4.1,1,0,0,0.0,5.66,6.82,12.48,2.21,10,3,0.16,,0,0,0,0,0,GJM Sai Garden Layout; Kundalahalli; Meenakshi Layout; Siddapura; Thubarahalli; Thubarahalli Palya,Shwetha Vijayakumar,BJP,Srimath Swayamprabh,9480685321,basava achary,9845768187,Dodda Nekkundi (58.6%); Hagadur (39.4%); Varthuru (2%),General (Women)
East-38,38,Whitefield,ವೈಟ್‌ಫೀಲ್ಡ್,East,Zone1,Mahadevapura,Mahadevapura,174,174 - Mahadevapura,RO- Hoodi,ARO- Whitefield,4.445,20265,10389,9876,13,91.3,0,,76.03,17.1,18,1,24.4,3,0.0146,0.72,1,51.4,0.0671,6,0.0036,1.59,3,0,1,2.78,3.97,11.89,18.65,4.19,10,2,0.1,,0,0,0,0,0,R. Narayanapura; Ramagondanahalli; Sai Layout; Whitefield,S Uday Kumar,INC,madhu sudhan,9480683523,Ram Chadra,9480685984,Hagadur (99.5%),"Backward Class ""A"""
East-39,39,Hagaduru,ಹಗದೂರು,East,Zone1,Mahadevapura,Mahadevapura,174,174 - Mahadevapura,RO- Hoodi,ARO- Whitefield,5.792,15105,7936,7169,14,73.7,0,,56.81,9.81,15,0,2.0,3,0.0059,0.39,0,0.7,0.0063,37,0.0064,0.22,0,0,0,3.88,7.26,13.23,24.37,4.21,9,4,0.26,,0,0,0,0,0,Brooke Bond; Hagaduru; Immadihalli; Kaithota; Narayanappa Gardens; Sorahunase; Vinayaka Layout; Vinayakanagar,S Uday Kumar,INC,madhu sudhan,9480683523,Ram Chadra,9480685984,Hagadur (69%); Varthuru (30.7%),General (Women)
East-40,40,Varthur,ವರ್ತೂರು,East,Zone1,Mahadevapura,Mahadevapura,174,174 - Mahadevapura,RO- Bellanduru,ARO- Varthur,9.141,20908,10720,10188,23,61.5,0,,81.6,8.93,20,0,,1,0.0074,0.35,0,1.4,1.6723,31,0.0226,18.54,1,0,0,7.62,6.29,18.13,32.04,3.5,17,3,0.14,,0,1,0,0,0,Gandhi Circle; Madhuranagara; Ramaswami Layout; Varthur; Varthur Kodi,Pushpa Manjunath,BJP,madhu sudhan,9480683523,Ram Chadra,9480685984,Varthuru (99.2%); Hagadur (0.5%),"Backward Class ""A"" (Women)"
East-41,41,Munnenkolalu,ಮುನ್ನೇನಕೊಳಲು,East,Zone1,Mahadevapura,Mahadevapura,174,174 - Mahadevapura,RO- Marathahalli,ARO- Munnekolalu,2.481,20977,11891,9086,7,97.4,0,,57.01,22.98,15,0,2.5,4,0.013,0.62,0,0.3,0.0,2,0.0187,0.75,1,0,1,1.29,0.06,12.73,14.08,5.68,11,1,0.05,35.9,0,0,0,0,0,Gandhi Nagar; MSR Layout; Munekolala; P R Layout,Pushpa Manjunath,BJP,madhu sudhan,9480683523,Ram Chadra,9480685984,Varthuru (71.8%); Bellanduru (28.1%),General
East-42,42,Priyadarshini Ward,ಪ್ರಿಯದರ್ಶಿನಿ ವಾರ್ಡ್,East,Zone1,Mahadevapura,Mahadevapura,174,174 - Mahadevapura,RO- Marathahalli,ARO- Munnekolalu,1.594,16847,8595,8253,5,100.1,0,,37.74,23.68,12,3,90.6,6,0.0254,1.51,2,81.7,0.0793,1,0.0001,4.98,1,0,0,0.0,0.0,4.91,4.91,3.08,5,1,0.06,33.9,0,0,0,0,0,AECS Layout; AECS Layout B Block; AECS Layout D Block; Brookefield; Chinnappanahalli; Maruthi Layout; Silver Springs Layout; Vaikuntam Layout,Shwetha Vijayakumar,BJP,Srimath Swayamprabh,9480685321,basava achary,9845768187,Dodda Nekkundi (100%),General
East-43,43,Dodda Nekkundi,ದೊಡ್ಡ ನೆಕ್ಕುಂಡಿ,East,Zone1,Mahadevapura,Mahadevapura,174,174 - Mahadevapura,RO- Marathahalli,ARO- Doddane Kundi,3.636,16961,8921,8040,8,90.0,0,5.2,71.36,19.63,18,3,60.6,6,0.0034,0.2,1,17.2,0.3976,1,0.0032,11.02,1,0,0,2.49,0.02,9.73,12.24,3.37,7,1,0.06,10.2,0,0,0,0,0,Ambedkar Colony; Doddanekundi; Ferns Habitat; Karthik Nagar; LRDE Layout; Shamanna Reddy Layout; Wasa Layout,Shwetha Vijayakumar,BJP,Srimath Swayamprabh,9480685321,basava achary,9845768187,Dodda Nekkundi (96.5%); Garudachar Playa (3.2%),General (Women)
East-44,44,Ashwath Nagar,ಅಶ್ವಥ್ ನಗರ,East,Zone1,Mahadevapura,Mahadevapura,174,174 - Mahadevapura,RO- Marathahalli,ARO- Marathahalli,1.271,15851,8359,7491,14,89.6,0,,27.15,21.36,14,0,28.0,3,0.0266,1.68,0,2.9,0.0,0,0.0,0.0,0,0,0,0.39,0.0,6.1,6.49,5.11,10,3,0.19,65.1,2,0,0,0,0,Ananda Nagara; Ashwath Nagar; Sanjay Nagar,Shwetha Vijayakumar,BJP,Srimath Swayamprabh,9480685321,basava achary,9845768187,Dodda Nekkundi (52.8%); Marathahalli (47.2%),General (Women)
East-45,45,Marathahalli,ಮಾರತಹಳ್ಳಿ,East,Zone1,Mahadevapura,Mahadevapura,174,174 - Mahadevapura,RO- Marathahalli,ARO- Marathahalli,0.998,17823,10496,7327,6,96.8,0,,25.03,25.07,5,0,,1,0.0007,0.04,0,,0.0,0,0.0,0.0,1,0,0,0.6,0.0,4.21,4.81,4.82,7,2,0.11,92.1,2,0,0,0,0,Marathahalli,Ramesh,Independent,kodhada,9480685238,Ram Chadra,9480685984,Marathahalli (82.5%); Bellanduru (17.5%),General
East-46,46,Yamalur,ಯಮಲೂರು,East,Zone1,Mahadevapura,Mahadevapura,174,174 - Mahadevapura,RO- Bellanduru,ARO- Bellanduru,7.046,17526,9949,7577,7,48.8,0,,50.1,7.11,16,0,1.2,4,0.0071,0.4,0,0.2,2.6974,2,0.0022,38.31,0,0,0,8.91,0.86,14.79,24.56,3.49,8,7,0.4,4.2,0,0,0,0,0,Belur Nagasandra; Belure Ambedkar Nagar; Challaghatta; Kempapura; Yemaluru,N Asha Suresh,BJP,kodhada,9480685238,Ram Chadra,9480685984,Bellanduru (79.8%); Marathahalli (20.1%),General (Women)
East-47,47,Bellanduru,ಬೆಳ್ಳಂದೂರು,East,Zone1,Mahadevapura,Mahadevapura,174,174 - Mahadevapura,RO- Bellanduru,ARO- Bellanduru,1.911,16685,9216,7469,10,88.6,0,,36.72,19.21,8,0,15.8,0,0.0,0.0,0,32.6,0.0154,2,0.0283,2.28,0,0,0,0.48,1.33,6.43,8.25,4.32,10,1,0.06,56.0,2,0,0,0,0,Bellanduru; Green Glen Layout,N Asha Suresh,BJP,kodhada,9480685238,Ram Chadra,9480685984,Bellanduru (100%),General
East-48,48,Panathur,ಪಣತ್ತೂರು,East,Zone1,Mahadevapura,Mahadevapura,174,174 - Mahadevapura,RO- Bellanduru,ARO- Gunjur,8.65,14766,8426,6340,24,79.8,0,,95.46,11.03,22,0,,6,0.0158,1.07,3,34.0,0.1693,4,0.0126,2.1,3,0,0,2.75,9.05,16.48,28.28,3.27,16,5,0.34,9.3,0,1,0,0,0,Balagere; Bhoganahalli; JCR Layout; Kaadubeesanahalli; Kariyammana Agrahara; Kaverappa Layout; Panathur; Panathur Dinne,Pushpa Manjunath,BJP,madhu sudhan,9480683523,Ram Chadra,9480685984,Varthuru (57.4%); Bellanduru (39.8%); Marathahalli (2.8%),Scheduled Caste
East-49,49,Shivanasamudra Ward,ಶಿವನಸಮುದ್ರ ವಾರ್ಡ್,East,Zone1,Mahadevapura,Mahadevapura,174,174 - Mahadevapura,RO- Bellanduru,ARO- Gunjur,4.569,15012,8198,6814,14,92.0,0,,82.87,18.14,5,0,5.2,5,0.0048,0.32,2,54.2,0.2686,0,0.0,5.88,1,0,0,2.37,5.02,13.41,20.8,4.55,7,2,0.13,34.7,1,0,0,0,1,Devarabeesanahalli,N Asha Suresh,BJP,kodhada,9480685238,Ram Chadra,9480685984,Bellanduru (99.9%),General (Women)
East-50,50,Gunjur,ಗುಂಜೂರು,East,Zone1,Mahadevapura,Mahadevapura,174,174 - Mahadevapura,RO- Bellanduru,ARO- Gunjur,12.723,15085,7755,7330,29,62.9,0,,94.13,7.4,18,0,,4,0.0112,0.74,5,32.5,0.7713,27,0.0134,6.17,1,0,0,1.61,11.18,23.79,36.58,2.88,26,5,0.33,,0,0,0,0,0,Carmelaram; Chikkabellanduru; Doddakannalli; Gunjur; Gunjur Hosahalli; Gunjur Palya,Pushpa Manjunath,BJP,madhu sudhan,9480683523,Ram Chadra,9480685984,Varthuru (80%); Bellanduru (19.8%),"Backward Class ""A"""
North-1,1,Raja Kempegowda ward,ರಾಜ ಕೆಂಪೇಗೌಡ ವಾರ್ಡ್,North,Zone2,Yelahanka,Yelahanka,150,150 - Yelahanka,RO- Yelahanka,ARO- Yelahanka Old Town,1.797,21561,11217,10344,14,96.4,0,,35.86,19.95,20,0,11.9,1,0.0272,1.26,0,31.0,0.0025,1,0.0039,0.36,0,0,0,0.95,0.0,3.44,4.39,2.44,18,6,0.28,90.4,6,0,1,0,0,Gandhinagar; Surabhi Layout; Yelahanka,Chandramma,BJP,Prabhakar,9448857125,Vijay Venkatesh,9448084618,Kempegowda Ward (72.8%); Chowdeswari Ward (27.2%),"Backward Class ""B"""
North-2,2,Aerocity,ಏರೋಸಿಟಿ,North,Zone2,Yelahanka,Yelahanka,150,150 - Yelahanka,RO- Yelahanka,ARO- Yelahanka Old Town,10.247,20655,10844,9810,26,59.0,0,,104.45,10.19,21,0,,4,0.0832,4.03,1,13.9,1.0612,8,0.0128,10.48,2,0,1,5.35,2.33,16.68,24.35,2.38,23,6,0.29,34.3,5,0,1,0,1,Maruthi Nagara; Venkatala,Chandramma,BJP,Prabhakar,9448857125,Vijay Venkatesh,9448084618,Kempegowda Ward (93.2%); Jakkuru (6.3%),"Backward Class ""B"" (Women)"
North-3,3,Chowdeshwari ward,ಚೌಡೇಶ್ವರಿ ವಾರ್ಡ್,North,Zone2,Yelahanka,Yelahanka,150,150 - Yelahanka,RO- Yelahanka,ARO- Yelahanka Old Town,6.423,26795,14502,12281,14,83.4,0,,87.99,13.7,19,1,9.9,0,0.0,0.0,0,6.6,0.3614,1,0.0005,5.63,0,0,0,2.08,1.27,11.59,14.94,2.33,12,9,0.34,32.8,2,0,0,0,0,Ferrar Nagar; KEB Layout; Kenchenahalli; Puttenahalli,R Padmavathi,INC,Prabhakar,9448857125,Vijay Venkatesh,9448084618,Chowdeswari Ward (84.5%); Atturu (15%),"Backward Class ""A"" (Women)"
North-4,4,Nyayanga Badavane,ನ್ಯಾಯಾಂಗ ಬಡಾವಣೆ,North,Zone2,Yelahanka,Yelahanka,150,150 - Yelahanka,RO- Yelahanka,ARO- Yelahanka Satellite Town,2.549,20006,10561,9446,16,97.5,0,,51.52,20.21,18,4,88.5,2,0.0119,0.59,2,43.0,0.1486,3,0.001,5.87,1,0,1,2.0,1.37,12.41,15.79,6.19,8,10,0.5,59.1,1,1,0,0,0,Judicial Layout,Sathish M,BJP,rabhakar M Dhareshwa,9480683062,Narayana Swamy,9845549235,Yelahanka Satellite Town (100%),Scheduled Caste
